NAME,median_income,total_population,poverty_count,state,county,poverty_rate
"Gosper County, Nebraska",76583.0,1873.0,120,NEBRASKA,GOSPER,6.406833956219968
"Grant County, Nebraska",65139.0,649.0,68,NEBRASKA,GRANT,10.477657935285054
"Greeley County, Nebraska",52813.0,2212.0,271,NEBRASKA,GREELEY,12.25135623869801
"Hall County, Nebraska",63553.0,62575.0,7860,NEBRASKA,HALL,12.56092688773472
"Hamilton County, Nebraska",73254.0,9400.0,510,NEBRASKA,HAMILTON,5.425531914893617
"Harlan County, Nebraska",64583.0,3094.0,224,NEBRASKA,HARLAN,7.239819004524888
"Hayes County, Nebraska",59405.0,919.0,135,NEBRASKA,HAYES,14.689880304678999
"Hitchcock County, Nebraska",49456.0,2620.0,319,NEBRASKA,HITCHCOCK,12.17557251908397
"Holt County, Nebraska",66325.0,10149.0,986,NEBRASKA,HOLT,9.715242881072026
"Hooker County, Nebraska",43333.0,659.0,51,NEBRASKA,HOOKER,7.7389984825493165
"Howard County, Nebraska",70766.0,6476.0,312,NEBRASKA,HOWARD,4.817788758492897
"Jefferson County, Nebraska",54494.0,7185.0,780,NEBRASKA,JEFFERSON,10.855949895615867
"Johnson County, Nebraska",64352.0,5294.0,265,NEBRASKA,JOHNSON,5.005666792595391
"Kearney County, Nebraska",74276.0,6655.0,619,NEBRASKA,KEARNEY,9.301277235161534
"Keith County, Nebraska",59511.0,8303.0,978,NEBRASKA,KEITH,11.778875105383596
"Keya Paha County, Nebraska",63977.0,987.0,85,NEBRASKA,KEYA PAHA,8.611955420466058
"Kimball County, Nebraska",53151.0,3395.0,333,NEBRASKA,KIMBALL,9.808541973490428
"Knox County, Nebraska",61250.0,8415.0,983,NEBRASKA,KNOX,11.681521093285799
"Lancaster County, Nebraska",70387.0,322063.0,36483,NEBRASKA,LANCASTER,11.327907893797176
"Lincoln County, Nebraska",63019.0,34532.0,3699,NEBRASKA,LINCOLN,10.7118035445384
"Logan County, Nebraska",69250.0,839.0,77,NEBRASKA,LOGAN,9.177592371871276
"Loup County, Nebraska",50000.0,629.0,50,NEBRASKA,LOUP,7.94912559618442
"McPherson County, Nebraska",58250.0,456.0,35,NEBRASKA,MCPHERSON,7.675438596491229
"Madison County, Nebraska",61139.0,35538.0,4201,NEBRASKA,MADISON,11.821149192413754
"Merrick County, Nebraska",57873.0,7675.0,772,NEBRASKA,MERRICK,10.058631921824105
"Morrill County, Nebraska",57325.0,4562.0,423,NEBRASKA,MORRILL,9.27224901359053
"Nance County, Nebraska",60054.0,3366.0,446,NEBRASKA,NANCE,13.25014854426619
"Nemaha County, Nebraska",57196.0,7019.0,1001,NEBRASKA,NEMAHA,14.2612907821627
"Nuckolls County, Nebraska",66000.0,4092.0,253,NEBRASKA,NUCKOLLS,6.182795698924731
"Otoe County, Nebraska",73031.0,15995.0,1804,NEBRASKA,OTOE,11.278524538918413
"Pawnee County, Nebraska",55833.0,2553.0,332,NEBRASKA,PAWNEE,13.00430865648257
"Perkins County, Nebraska",61786.0,2860.0,245,NEBRASKA,PERKINS,8.566433566433567
"Phelps County, Nebraska",65114.0,8966.0,1257,NEBRASKA,PHELPS,14.019629712246266
"Pierce County, Nebraska",65603.0,7301.0,569,NEBRASKA,PIERCE,7.793452951650459
"Platte County, Nebraska",69943.0,34219.0,2774,NEBRASKA,PLATTE,8.106607440310938
"Polk County, Nebraska",67695.0,5182.0,393,NEBRASKA,POLK,7.583944423002702
"Red Willow County, Nebraska",58344.0,10690.0,1262,NEBRASKA,RED WILLOW,11.805425631431245
"Richardson County, Nebraska",50321.0,7850.0,837,NEBRASKA,RICHARDSON,10.662420382165605
"Rock County, Nebraska",57566.0,1312.0,113,NEBRASKA,ROCK,8.61280487804878
"Saline County, Nebraska",71104.0,14275.0,1524,NEBRASKA,SALINE,10.67600700525394
"Sarpy County, Nebraska",95911.0,191272.0,10398,NEBRASKA,SARPY,5.436237400142206
"Saunders County, Nebraska",84474.0,22374.0,1471,NEBRASKA,SAUNDERS,6.574595512648609
"Scotts Bluff County, Nebraska",60137.0,36048.0,4379,NEBRASKA,SCOTTS BLUFF,12.1476919662672
"Seward County, Nebraska",79677.0,17644.0,1104,NEBRASKA,SEWARD,6.257084561323962
"Sheridan County, Nebraska",53609.0,5102.0,539,NEBRASKA,SHERIDAN,10.564484515876128
"Sherman County, Nebraska",60194.0,2970.0,318,NEBRASKA,SHERMAN,10.707070707070706
"Sioux County, Nebraska",50833.0,1162.0,202,NEBRASKA,SIOUX,17.38382099827883
"Stanton County, Nebraska",76035.0,5828.0,404,NEBRASKA,STANTON,6.9320521619766655
"Thayer County, Nebraska",60305.0,5006.0,468,NEBRASKA,THAYER,9.348781462245306
"Thomas County, Nebraska",70069.0,592.0,39,NEBRASKA,THOMAS,6.587837837837837
"Thurston County, Nebraska",63459.0,6716.0,1253,NEBRASKA,THURSTON,18.65693865396069
"Valley County, Nebraska",62321.0,4053.0,353,NEBRASKA,VALLEY,8.709597828768812
"Washington County, Nebraska",89671.0,20884.0,1644,NEBRASKA,WASHINGTON,7.872055161846389
"Wayne County, Nebraska",64951.0,9701.0,1381,NEBRASKA,WAYNE,14.23564580971034
"Webster County, Nebraska",62571.0,3410.0,262,NEBRASKA,WEBSTER,7.683284457478005
"Wheeler County, Nebraska",59167.0,771.0,79,NEBRASKA,WHEELER,10.246433203631646
"York County, Nebraska",72914.0,14212.0,1242,NEBRASKA,YORK,8.739093723613847
"Churchill County, Nevada",69922.0,25409.0,2464,NEVADA,CHURCHILL,9.697351332205125
"Clark County, Nevada",69911.0,2265926.0,299459,NEVADA,CLARK,13.215744909586633
"Douglas County, Nevada",84262.0,49476.0,3678,NEVADA,DOUGLAS,7.433907349017706
"Elko County, Nevada",87755.0,53600.0,5473,NEVADA,ELKO,10.210820895522389
"Esmeralda County, Nevada",40694.0,980.0,157,NEVADA,ESMERALDA,16.020408163265305
"Eureka County, Nevada",73929.0,1622.0,285,NEVADA,EUREKA,17.57090012330456
"Humboldt County, Nevada",75574.0,17266.0,2448,NEVADA,HUMBOLDT,14.178153596663964
"Lander County, Nevada",92388.0,5728.0,611,NEVADA,LANDER,10.666899441340782
"Lincoln County, Nevada",67412.0,4507.0,288,NEVADA,LINCOLN,6.390059906811627
"Lyon County, Nevada",70026.0,59435.0,6114,NEVADA,LYON,10.286868007066543
"Mineral County, Nevada",46625.0,4568.0,828,NEVADA,MINERAL,18.126094570928196
"Nye County, Nevada",53602.0,51698.0,7746,NEVADA,NYE,14.983171495995975
"Pershing County, Nevada",66304.0,6587.0,472,NEVADA,PERSHING,7.165629269773797
"Storey County, Nevada",86932.0,4095.0,371,NEVADA,STOREY,9.05982905982906
"Washoe County, Nevada",81531.0,486674.0,52165,NEVADA,WASHOE,10.718674102171063
"White Pine County, Nevada",71297.0,8997.0,684,NEVADA,WHITE PINE,7.602534178059353
"Carson City, Nevada",67465.0,58249.0,6213,NEVADA,CARSON CITY,10.666277532661505
"Belknap County, New Hampshire",80719.0,63914.0,5408,NEW HAMPSHIRE,BELKNAP,8.461369965891667
"Carroll County, New Hampshire",77049.0,50679.0,3998,NEW HAMPSHIRE,CARROLL,7.888869156849977
"Cheshire County, New Hampshire",76551.0,76610.0,6538,NEW HAMPSHIRE,CHESHIRE,8.534133925075055
"Coos County, New Hampshire",55247.0,31430.0,3419,NEW HAMPSHIRE,COOS,10.87814190264079
"Grafton County, New Hampshire",79949.0,90836.0,8361,NEW HAMPSHIRE,GRAFTON,9.204500418336343
"Hillsborough County, New Hampshire",95112.0,422733.0,28465,NEW HAMPSHIRE,HILLSBOROUGH,6.7335646850376
"Merrimack County, New Hampshire",88806.0,153918.0,10722,NEW HAMPSHIRE,MERRIMACK,6.966046856118193
"Rockingham County, New Hampshire",110225.0,315169.0,15149,NEW HAMPSHIRE,ROCKINGHAM,4.806627555375053
"Strafford County, New Hampshire",83212.0,130965.0,11112,NEW HAMPSHIRE,STRAFFORD,8.484709655251404
"Sullivan County, New Hampshire",70788.0,43356.0,4990,NEW HAMPSHIRE,SULLIVAN,11.509364332502999
"Atlantic County, New Jersey",73113.0,274339.0,34989,NEW JERSEY,ATLANTIC,12.75392853367549
"Bergen County, New Jersey",118714.0,953243.0,63825,NEW JERSEY,BERGEN,6.695564509783969
"Burlington County, New Jersey",102615.0,461853.0,29718,NEW JERSEY,BURLINGTON,6.434514878110567
"Camden County, New Jersey",82005.0,522581.0,64050,NEW JERSEY,CAMDEN,12.25647315918489
"Cape May County, New Jersey",83870.0,95456.0,8443,NEW JERSEY,CAPE MAY,8.8449128394234
"Cumberland County, New Jersey",62310.0,153588.0,22292,NEW JERSEY,CUMBERLAND,14.514154751673308
"Essex County, New Jersey",73785.0,853374.0,125228,NEW JERSEY,ESSEX,14.674456920412387
"Gloucester County, New Jersey",99668.0,302621.0,22231,NEW JERSEY,GLOUCESTER,7.346152448111665
"Hudson County, New Jersey",86854.0,712029.0,99546,NEW JERSEY,HUDSON,13.980610340309173
"Hunterdon County, New Jersey",133534.0,129099.0,4685,NEW JERSEY,HUNTERDON,3.6289979008357927
"Mercer County, New Jersey",92697.0,383732.0,41079,NEW JERSEY,MERCER,10.705127536926813
"Middlesex County, New Jersey",105206.0,860147.0,69626,NEW JERSEY,MIDDLESEX,8.094662889017808
"Monmouth County, New Jersey",118527.0,643064.0,40595,NEW JERSEY,MONMOUTH,6.312746476244977
"Morris County, New Jersey",130808.0,508816.0,24800,NEW JERSEY,MORRIS,4.874060564133203
"Ocean County, New Jersey",82379.0,638691.0,66258,NEW JERSEY,OCEAN,10.374030634532192
"Passaic County, New Jersey",84465.0,519986.0,68995,NEW JERSEY,PASSAIC,13.268626463020158
"Salem County, New Jersey",73378.0,64840.0,8271,NEW JERSEY,SALEM,12.756014805675509
"Somerset County, New Jersey",131948.0,344978.0,18097,NEW JERSEY,SOMERSET,5.245841763822621
"Sussex County, New Jersey",111094.0,144808.0,7948,NEW JERSEY,SUSSEX,5.488647036075355
"Union County, New Jersey",95000.0,572079.0,50130,NEW JERSEY,UNION,8.762775770479251
"Warren County, New Jersey",92620.0,109739.0,8373,NEW JERSEY,WARREN,7.629921905612408
"Bernalillo County, New Mexico",62220.0,674692.0,109353,NEW MEXICO,BERNALILLO,16.20784002181736
"Catron County, New Mexico",44777.0,3635.0,756,NEW MEXICO,CATRON,20.79779917469051
"Chaves County, New Mexico",49673.0,64701.0,13522,NEW MEXICO,CHAVES,20.899213304276596
"Cibola County, New Mexico",49866.0,27211.0,7063,NEW MEXICO,CIBOLA,25.95641468523759
"Colfax County, New Mexico",46286.0,12370.0,2130,NEW MEXICO,COLFAX,17.219078415521423
"Curry County, New Mexico",55427.0,48327.0,9113,NEW MEXICO,CURRY,18.856953669791213
"De Baca County, New Mexico",34702.0,1695.0,273,NEW MEXICO,DE BACA,16.10619469026549
"Doña Ana County, New Mexico",51232.0,219870.0,48732,NEW MEXICO,DOÑA ANA,22.164006003547552
"Eddy County, New Mexico",77458.0,61264.0,7132,NEW MEXICO,EDDY,11.641420736484722
"Grant County, New Mexico",44895.0,28006.0,5538,NEW MEXICO,GRANT,19.77433407127044
"Guadalupe County, New Mexico",38713.0,4413.0,801,NEW MEXICO,GUADALUPE,18.150917743031954
"Harding County, New Mexico",39489.0,671.0,96,NEW MEXICO,HARDING,14.307004470938898
"Hidalgo County, New Mexico",53651.0,4160.0,939,NEW MEXICO,HIDALGO,22.572115384615383
"Lea County, New Mexico",65855.0,73103.0,12557,NEW MEXICO,LEA,17.17713363336662
"Lincoln County, New Mexico",47919.0,20222.0,3140,NEW MEXICO,LINCOLN,15.527643160913856
"Los Alamos County, New Mexico",135801.0,19253.0,710,NEW MEXICO,LOS ALAMOS,3.68773697605568
"Luna County, New Mexico",38241.0,25393.0,5816,NEW MEXICO,LUNA,22.90394990745481
"McKinley County, New Mexico",44029.0,72073.0,23950,NEW MEXICO,MCKINLEY,33.23019716121155
"Mora County, New Mexico",40231.0,4208.0,911,NEW MEXICO,MORA,21.649239543726235
"Otero County, New Mexico",50833.0,67850.0,12457,NEW MEXICO,OTERO,18.35961680176861
"Quay County, New Mexico",38998.0,8641.0,2094,NEW MEXICO,QUAY,24.23330633028585
"Rio Arriba County, New Mexico",52031.0,40285.0,8722,NEW MEXICO,RIO ARRIBA,21.650738488271067
"Roosevelt County, New Mexico",52644.0,19142.0,3697,NEW MEXICO,ROOSEVELT,19.313551353045657
"Sandoval County, New Mexico",76424.0,149460.0,14965,NEW MEXICO,SANDOVAL,10.012712431419777
"San Juan County, New Mexico",50734.0,121798.0,29458,NEW MEXICO,SAN JUAN,24.18594722409235
"San Miguel County, New Mexico",43490.0,27215.0,6092,NEW MEXICO,SAN MIGUEL,22.384714311960316
"Santa Fe County, New Mexico",70522.0,154481.0,18751,NEW MEXICO,SANTA FE,12.138062285976916
"Sierra County, New Mexico",35256.0,11506.0,2834,NEW MEXICO,SIERRA,24.630627498696334
"Socorro County, New Mexico",40699.0,16453.0,4812,NEW MEXICO,SOCORRO,29.246945845742417
"Taos County, New Mexico",55145.0,34475.0,5087,NEW MEXICO,TAOS,14.755620014503263
"Torrance County, New Mexico",50727.0,15203.0,3219,NEW MEXICO,TORRANCE,21.173452608037888
"Union County, New Mexico",41714.0,4074.0,639,NEW MEXICO,UNION,15.68483063328424
"Valencia County, New Mexico",56246.0,76613.0,13292,NEW MEXICO,VALENCIA,17.3495359795335
"Albany County, New York",78829.0,315041.0,37608,NEW YORK,ALBANY,11.937493850006826
"Allegany County, New York",58725.0,47222.0,7236,NEW YORK,ALLEGANY,15.323366227605778
"Bronx County, New York",47036.0,1443229.0,379925,NEW YORK,BRONX,26.324651181482633
"Broome County, New York",58317.0,198365.0,35991,NEW YORK,BROOME,18.143825775716483
"Cattaraugus County, New York",56889.0,77000.0,13016,NEW YORK,CATTARAUGUS,16.903896103896106
"Cayuga County, New York",63227.0,76171.0,9744,NEW YORK,CAYUGA,12.79227002402489
"Chautauqua County, New York",54625.0,127440.0,21513,NEW YORK,CHAUTAUQUA,16.880885122410547
"Chemung County, New York",61358.0,83584.0,12118,NEW YORK,CHEMUNG,14.497990045941808
"Chenango County, New York",61741.0,47096.0,5747,NEW YORK,CHENANGO,12.202734839476813
"Clinton County, New York",67097.0,79839.0,9586,NEW YORK,CLINTON,12.006663410112854
"Columbia County, New York",81741.0,61469.0,6157,NEW YORK,COLUMBIA,10.016431046543786
"Cortland County, New York",65029.0,46755.0,5575,NEW YORK,CORTLAND,11.923858410865149
"Delaware County, New York",58338.0,44637.0,6295,NEW YORK,DELAWARE,14.102650267715125
"Dutchess County, New York",94578.0,296467.0,24165,NEW YORK,DUTCHESS,8.150991510016292
"Erie County, New York",68014.0,951232.0,127623,NEW YORK,ERIE,13.416600787189667
"Essex County, New York",68090.0,37314.0,3670,NEW YORK,ESSEX,9.835450501152382
"Franklin County, New York",60270.0,47459.0,7719,NEW YORK,FRANKLIN,16.264565203649468
"Fulton County, New York",60557.0,53280.0,7280,NEW YORK,FULTON,13.663663663663664
"Genesee County, New York",68178.0,58204.0,5974,NEW YORK,GENESEE,10.263899388358189
"Greene County, New York",70294.0,48067.0,4713,NEW YORK,GREENE,9.80506376516113
"Hamilton County, New York",66891.0,5090.0,541,NEW YORK,HAMILTON,10.628683693516699
"Herkimer County, New York",68104.0,60293.0,7140,NEW YORK,HERKIMER,11.842170732920904
"Jefferson County, New York",62782.0,117445.0,14310,NEW YORK,JEFFERSON,12.184426752948188
"Kings County, New York",74692.0,2679620.0,503524,NEW YORK,KINGS,18.790873332785992
"Lewis County, New York",64401.0,26690.0,3459,NEW YORK,LEWIS,12.959910078681153
"Livingston County, New York",70443.0,61980.0,6667,NEW YORK,LIVINGSTON,10.756695708292998
"Madison County, New York",68869.0,68020.0,5961,NEW YORK,MADISON,8.763598941487798
"Monroe County, New York",71450.0,756406.0,98468,NEW YORK,MONROE,13.017876642966872
"Montgomery County, New York",58033.0,49624.0,7383,NEW YORK,MONTGOMERY,14.877881670159601
"Nassau County, New York",137709.0,1389160.0,73765,NEW YORK,NASSAU,5.3100434795127995
"New York County, New York",99880.0,1645867.0,252677,NEW YORK,NEW YORK,15.352212542082682
"Niagara County, New York",65882.0,212230.0,27046,NEW YORK,NIAGARA,12.743721434292985
"Oneida County, New York",66402.0,231055.0,31854,NEW YORK,ONEIDA,13.786327930579297
"Onondaga County, New York",71479.0,472637.0,63066,NEW YORK,ONONDAGA,13.343432697820951
"Ontario County, New York",76603.0,112288.0,9803,NEW YORK,ONTARIO,8.730229410088345
"Orange County, New York",91806.0,401237.0,51059,NEW YORK,ORANGE,12.725396710672246
"Orleans County, New York",61069.0,40148.0,4801,NEW YORK,ORLEANS,11.958254458503536
"Oswego County, New York",65054.0,118037.0,19320,NEW YORK,OSWEGO,16.367749095622557
"Otsego County, New York",65778.0,59678.0,7090,NEW YORK,OTSEGO,11.88042494721673
"Putnam County, New York",120970.0,97942.0,6129,NEW YORK,PUTNAM,6.257785219823978
"Queens County, New York",82431.0,2360826.0,272926,NEW YORK,QUEENS,11.560614801768534
"Rensselaer County, New York",83734.0,160943.0,17789,NEW YORK,RENSSELAER,11.0529814903413
"Richmond County, New York",96185.0,492925.0,50556,NEW YORK,RICHMOND,10.256327027438251
"Rockland County, New York",106173.0,337326.0,50181,NEW YORK,ROCKLAND,14.876113907614593
"St. Lawrence County, New York",58339.0,108670.0,16674,NEW YORK,ST. LAWRENCE,15.343701113462776
"Saratoga County, New York",97038.0,236328.0,15248,NEW YORK,SARATOGA,6.452049693646118
"Schenectady County, New York",75056.0,159447.0,18013,NEW YORK,SCHENECTADY,11.297170846739043
"Schoharie County, New York",71479.0,29970.0,2904,NEW YORK,SCHOHARIE,9.68968968968969
"Schuyler County, New York",61316.0,17855.0,2781,NEW YORK,SCHUYLER,15.575469056286753
"Seneca County, New York",64050.0,33651.0,4144,NEW YORK,SENECA,12.314641466821193
"Steuben County, New York",62506.0,93584.0,12388,NEW YORK,STEUBEN,13.237305522311507
"Suffolk County, New York",122498.0,1524486.0,97307,NEW YORK,SUFFOLK,6.3829382493509295
"Sullivan County, New York",67841.0,78725.0,11211,NEW YORK,SULLIVAN,14.24071133693236
"Tioga County, New York",70427.0,48344.0,4848,NEW YORK,TIOGA,10.028131722654312
"Tompkins County, New York",69995.0,102555.0,14232,NEW YORK,TOMPKINS,13.877431622056458
"Ulster County, New York",77197.0,182153.0,25740,NEW YORK,ULSTER,14.130977804373245
"Warren County, New York",74531.0,65684.0,5607,NEW YORK,WARREN,8.536325436940503
"Washington County, New York",68703.0,61310.0,6641,NEW YORK,WASHINGTON,10.831838199314957
"Wayne County, New York",71007.0,91324.0,9958,NEW YORK,WAYNE,10.904033988874776
"Westchester County, New York",114651.0,997904.0,83412,NEW YORK,WESTCHESTER,8.358719876861903
"Wyoming County, New York",65066.0,40338.0,4037,NEW YORK,WYOMING,10.007932966433636
"Yates County, New York",63974.0,24713.0,3347,NEW YORK,YATES,13.543479140533323
"Alamance County, North Carolina",60866.0,171779.0,23763,NORTH CAROLINA,ALAMANCE,13.833472077494921
"Alexander County, North Carolina",62764.0,36505.0,4295,NORTH CAROLINA,ALEXANDER,11.765511573757019
"Alleghany County, North Carolina",42115.0,10989.0,2127,NORTH CAROLINA,ALLEGHANY,19.355719355719355
"Anson County, North Carolina",42000.0,22200.0,3913,NORTH CAROLINA,ANSON,17.626126126126128
"Ashe County, North Carolina",49176.0,26759.0,3734,NORTH CAROLINA,ASHE,13.954183639149445
"Avery County, North Carolina",53513.0,17679.0,1653,NORTH CAROLINA,AVERY,9.350076361785169
"Beaufort County, North Carolina",56081.0,44711.0,7524,NORTH CAROLINA,BEAUFORT,16.82807362841359
"Bertie County, North Carolina",41652.0,17818.0,3500,NORTH CAROLINA,BERTIE,19.643057582220226
"Bladen County, North Carolina",40476.0,29807.0,7188,NORTH CAROLINA,BLADEN,24.11514073875264
"Brunswick County, North Carolina",71193.0,139721.0,12578,NORTH CAROLINA,BRUNSWICK,9.002225864401199
"Buncombe County, North Carolina",66531.0,269449.0,29543,NORTH CAROLINA,BUNCOMBE,10.964226996574492
"Burke County, North Carolina",53732.0,87799.0,14453,NORTH CAROLINA,BURKE,16.461463114614062
"Cabarrus County, North Carolina",83828.0,226396.0,18865,NORTH CAROLINA,CABARRUS,8.332744394777293
"Caldwell County, North Carolina",52362.0,80716.0,10551,NORTH CAROLINA,CALDWELL,13.07175776797661
"Camden County, North Carolina",79120.0,10547.0,619,NORTH CAROLINA,CAMDEN,5.868967478903954
"Carteret County, North Carolina",66965.0,68353.0,6489,NORTH CAROLINA,CARTERET,9.493365324126227
"Caswell County, North Carolina",56999.0,22747.0,3288,NORTH CAROLINA,CASWELL,14.454653360882755
"Catawba County, North Carolina",62070.0,161011.0,20605,NORTH CAROLINA,CATAWBA,12.797262298849146
"Chatham County, North Carolina",84222.0,76754.0,7877,NORTH CAROLINA,CHATHAM,10.2626573207911
"Cherokee County, North Carolina",49254.0,28868.0,4770,NORTH CAROLINA,CHEROKEE,16.52348621310794
"Chowan County, North Carolina",51188.0,13835.0,2837,NORTH CAROLINA,CHOWAN,20.50596313697145
"Clay County, North Carolina",57065.0,11186.0,1493,NORTH CAROLINA,CLAY,13.34704094403719
"Cleveland County, North Carolina",50723.0,99527.0,17926,NORTH CAROLINA,CLEVELAND,18.011192942618585
"Columbus County, North Carolina",43206.0,50827.0,10149,NORTH CAROLINA,COLUMBUS,19.96773368485254
"Craven County, North Carolina",61676.0,101098.0,13507,NORTH CAROLINA,CRAVEN,13.360303863577915
"Cumberland County, North Carolina",55551.0,335207.0,55872,NORTH CAROLINA,CUMBERLAND,16.66790967969046
"Currituck County, North Carolina",82793.0,28616.0,2409,NORTH CAROLINA,CURRITUCK,8.418367346938775
"Dare County, North Carolina",79742.0,37160.0,2398,NORTH CAROLINA,DARE,6.453175457481162
"Davidson County, North Carolina",58473.0,169498.0,23343,NORTH CAROLINA,DAVIDSON,13.771843915562426
"Davie County, North Carolina",69105.0,43030.0,4958,NORTH CAROLINA,DAVIE,11.522193818266325
"Duplin County, North Carolina",49376.0,49312.0,9024,NORTH CAROLINA,DUPLIN,18.299805321219985
"Durham County, North Carolina",74927.0,325101.0,38202,NORTH CAROLINA,DURHAM,11.750809748355126
"Edgecombe County, North Carolina",46370.0,49067.0,10652,NORTH CAROLINA,EDGECOMBE,21.709091650192594
"Forsyth County, North Carolina",61229.0,383739.0,56760,NORTH CAROLINA,FORSYTH,14.791303464073238
"Franklin County, North Carolina",70493.0,69680.0,6614,NORTH CAROLINA,FRANKLIN,9.491963260619977
"Gaston County, North Carolina",62628.0,228972.0,27965,NORTH CAROLINA,GASTON,12.21328372028021
"Gates County, North Carolina",55750.0,10509.0,1482,NORTH CAROLINA,GATES,14.102198115900658
"Graham County, North Carolina",46010.0,8047.0,894,NORTH CAROLINA,GRAHAM,11.10973033428607
"Granville County, North Carolina",68079.0,61161.0,8245,NORTH CAROLINA,GRANVILLE,13.480812936348327
"Greene County, North Carolina",50320.0,20407.0,4016,NORTH CAROLINA,GREENE,19.679521732738767
"Guilford County, North Carolina",62880.0,539557.0,78085,NORTH CAROLINA,GUILFORD,14.472057632465152
"Halifax County, North Carolina",41629.0,48772.0,11347,NORTH CAROLINA,HALIFAX,23.265398179283196
"Harnett County, North Carolina",64992.0,134718.0,18893,NORTH CAROLINA,HARNETT,14.02410962157989
"Haywood County, North Carolina",56596.0,62152.0,7440,NORTH CAROLINA,HAYWOOD,11.970652593641395
"Henderson County, North Carolina",65508.0,116469.0,13087,NORTH CAROLINA,HENDERSON,11.236466355854349
"Hertford County, North Carolina",46196.0,21633.0,3959,NORTH CAROLINA,HERTFORD,18.300744233347203
"Hoke County, North Carolina",57141.0,52612.0,8840,NORTH CAROLINA,HOKE,16.802250437162623
"Hyde County, North Carolina",43724.0,4636.0,1209,NORTH CAROLINA,HYDE,26.078515962036235
"Iredell County, North Carolina",73103.0,187839.0,17505,NORTH CAROLINA,IREDELL,9.319150975037132
"Jackson County, North Carolina",51482.0,42388.0,7476,NORTH CAROLINA,JACKSON,17.637067094460697
"Johnston County, North Carolina",75288.0,219042.0,23185,NORTH CAROLINA,JOHNSTON,10.584728043023713
"Jones County, North Carolina",53053.0,9263.0,1622,NORTH CAROLINA,JONES,17.51052574759797
"Lee County, North Carolina",60941.0,63560.0,9934,NORTH CAROLINA,LEE,15.629326620516048
"Lenoir County, North Carolina",43063.0,55071.0,12093,NORTH CAROLINA,LENOIR,21.958925750394943
"Lincoln County, North Carolina",75672.0,87933.0,8062,NORTH CAROLINA,LINCOLN,9.168344080151934
"McDowell County, North Carolina",53532.0,44629.0,6463,NORTH CAROLINA,MCDOWELL,14.481615093324967
"Macon County, North Carolina",51042.0,37088.0,5661,NORTH CAROLINA,MACON,15.263697152717858
"Madison County, North Carolina",56664.0,21414.0,2566,NORTH CAROLINA,MADISON,11.982814980853647
"Martin County, North Carolina",44799.0,21992.0,4425,NORTH CAROLINA,MARTIN,20.120953073845037
"Mecklenburg County, North Carolina",79265.0,1115403.0,115796,NORTH CAROLINA,MECKLENBURG,10.381539228422373
"Mitchell County, North Carolina",55534.0,14989.0,1959,NORTH CAROLINA,MITCHELL,13.069584361865369
"Montgomery County, North Carolina",55523.0,25839.0,4035,NORTH CAROLINA,MONTGOMERY,15.615929409032859
"Moore County, North Carolina",77981.0,100759.0,9380,NORTH CAROLINA,MOORE,9.309342093510258
"Nash County, North Carolina",56770.0,95015.0,13523,NORTH CAROLINA,NASH,14.232489606904172
"New Hanover County, North Carolina",67515.0,228134.0,28197,NORTH CAROLINA,NEW HANOVER,12.359841145993144
"Northampton County, North Carolina",45698.0,17528.0,3132,NORTH CAROLINA,NORTHAMPTON,17.86855317206755
"Onslow County, North Carolina",59976.0,203686.0,23314,NORTH CAROLINA,ONSLOW,11.446049311194683
"Orange County, North Carolina",85785.0,145919.0,16503,NORTH CAROLINA,ORANGE,11.309699216688712
"Pamlico County, North Carolina",55867.0,12317.0,1588,NORTH CAROLINA,PAMLICO,12.892749857919947
"Pasquotank County, North Carolina",61411.0,40454.0,4370,NORTH CAROLINA,PASQUOTANK,10.802392841251793
"Pender County, North Carolina",74538.0,61592.0,7050,NORTH CAROLINA,PENDER,11.446291726198208
"Perquimans County, North Carolina",59401.0,13053.0,1724,NORTH CAROLINA,PERQUIMANS,13.207691718378916
"Person County, North Carolina",60688.0,39131.0,6665,NORTH CAROLINA,PERSON,17.032531752319134
"Pitt County, North Carolina",54915.0,171196.0,32978,NORTH CAROLINA,PITT,19.263300544405244
"Polk County, North Carolina",60465.0,19538.0,2116,NORTH CAROLINA,POLK,10.83017709079742
"Randolph County, North Carolina",56423.0,144403.0,21016,NORTH CAROLINA,RANDOLPH,14.55371425801403
"Richmond County, North Carolina",42354.0,43149.0,9631,NORTH CAROLINA,RICHMOND,22.320331873276324
"Robeson County, North Carolina",39393.0,117573.0,30923,NORTH CAROLINA,ROBESON,26.301106546571067
"Rockingham County, North Carolina",50737.0,91209.0,16806,NORTH CAROLINA,ROCKINGHAM,18.425813242114263
"Rowan County, North Carolina",59717.0,147067.0,23443,NORTH CAROLINA,ROWAN,15.940353716333371
"Rutherford County, North Carolina",50512.0,64680.0,11655,NORTH CAROLINA,RUTHERFORD,18.019480519480517
"Sampson County, North Carolina",49963.0,59317.0,12959,NORTH CAROLINA,SAMPSON,21.847025304718713
"Scotland County, North Carolina",41948.0,34222.0,8360,NORTH CAROLINA,SCOTLAND,24.42873005668868
"Stanly County, North Carolina",60634.0,62723.0,8369,NORTH CAROLINA,STANLY,13.342792914879709
"Stokes County, North Carolina",57539.0,44696.0,5281,NORTH CAROLINA,STOKES,11.815374977626632
"Surry County, North Carolina",52743.0,71429.0,12615,NORTH CAROLINA,SURRY,17.660894034635792
