NAME,median_income,total_population,poverty_count,state,county,poverty_rate
"Howard County, Indiana",62014.0,83452.0,9910,INDIANA,HOWARD,11.87508987202224
"Huntington County, Indiana",59894.0,36699.0,3923,INDIANA,HUNTINGTON,10.689664568516854
"Jackson County, Indiana",65609.0,46212.0,5607,INDIANA,JACKSON,12.133212152687614
"Jasper County, Indiana",77777.0,33045.0,2427,INDIANA,JASPER,7.34453018610985
"Jay County, Indiana",52231.0,20451.0,2725,INDIANA,JAY,13.324531807735562
"Jefferson County, Indiana",57801.0,33057.0,3979,INDIANA,JEFFERSON,12.036784947212391
"Jennings County, Indiana",66892.0,27610.0,3745,INDIANA,JENNINGS,13.56392611372691
"Johnson County, Indiana",82730.0,161952.0,11886,INDIANA,JOHNSON,7.339211618257262
"Knox County, Indiana",58173.0,36148.0,4520,INDIANA,KNOX,12.50414960717052
"Kosciusko County, Indiana",70945.0,80442.0,7023,INDIANA,KOSCIUSKO,8.730513910643694
"LaGrange County, Indiana",81658.0,40364.0,2261,INDIANA,LAGRANGE,5.601526112377366
"Lake County, Indiana",66375.0,497682.0,72391,INDIANA,LAKE,14.545633557171044
"LaPorte County, Indiana",66854.0,112215.0,15485,INDIANA,LAPORTE,13.799402931871855
"Lawrence County, Indiana",64210.0,45113.0,4742,INDIANA,LAWRENCE,10.51138252831778
"Madison County, Indiana",60060.0,130545.0,17600,INDIANA,MADISON,13.481941093109656
"Marion County, Indiana",59504.0,971737.0,146353,INDIANA,MARION,15.060968142614719
"Marshall County, Indiana",66016.0,46208.0,4919,INDIANA,MARSHALL,10.645342797783934
"Martin County, Indiana",65489.0,9863.0,1372,INDIANA,MARTIN,13.91057487579844
"Miami County, Indiana",59551.0,35952.0,5306,INDIANA,MIAMI,14.758566978193146
"Monroe County, Indiana",60308.0,140065.0,25891,INDIANA,MONROE,18.48498911219791
"Montgomery County, Indiana",62937.0,38018.0,4640,INDIANA,MONTGOMERY,12.204745120732284
"Morgan County, Indiana",79134.0,71757.0,5994,INDIANA,MORGAN,8.353192023077888
"Newton County, Indiana",63673.0,13829.0,1718,INDIANA,NEWTON,12.423168703449274
"Noble County, Indiana",70286.0,47431.0,3366,INDIANA,NOBLE,7.096624570428622
"Ohio County, Indiana",66333.0,5974.0,592,INDIANA,OHIO,9.909608302644795
"Orange County, Indiana",60775.0,19768.0,2852,INDIANA,ORANGE,14.427357345204369
"Owen County, Indiana",57947.0,21361.0,2568,INDIANA,OWEN,12.021909086653247
"Parke County, Indiana",63393.0,16327.0,2366,INDIANA,PARKE,14.491333374165494
"Perry County, Indiana",58936.0,19186.0,2143,INDIANA,PERRY,11.169602835400813
"Pike County, Indiana",64182.0,12227.0,1321,INDIANA,PIKE,10.80395845260489
"Porter County, Indiana",82915.0,173355.0,15779,INDIANA,PORTER,9.102131464336189
"Posey County, Indiana",75594.0,25226.0,2490,INDIANA,POSEY,9.870768254975026
"Pulaski County, Indiana",56823.0,12498.0,1566,INDIANA,PULASKI,12.530004800768124
"Putnam County, Indiana",70609.0,36942.0,2869,INDIANA,PUTNAM,7.766228141410861
"Randolph County, Indiana",59674.0,24586.0,3134,INDIANA,RANDOLPH,12.747091840885055
"Ripley County, Indiana",70285.0,28990.0,2738,INDIANA,RIPLEY,9.444636081407381
"Rush County, Indiana",62386.0,16716.0,1923,INDIANA,RUSH,11.50394831299354
"St. Joseph County, Indiana",61877.0,272388.0,37546,INDIANA,ST. JOSEPH,13.784013980057857
"Scott County, Indiana",49343.0,24403.0,3705,INDIANA,SCOTT,15.182559521370322
"Shelby County, Indiana",66449.0,44940.0,5701,INDIANA,SHELBY,12.685803293279928
"Spencer County, Indiana",66168.0,19935.0,1415,INDIANA,SPENCER,7.098068723350891
"Starke County, Indiana",59916.0,23308.0,3144,INDIANA,STARKE,13.488930839196842
"Steuben County, Indiana",68837.0,34507.0,3063,INDIANA,STEUBEN,8.876459848726345
"Sullivan County, Indiana",54556.0,20791.0,2263,INDIANA,SULLIVAN,10.884517339233323
"Switzerland County, Indiana",66525.0,9896.0,1624,INDIANA,SWITZERLAND,16.410670978173002
"Tippecanoe County, Indiana",55728.0,186955.0,32688,INDIANA,TIPPECANOE,17.484421384825225
"Tipton County, Indiana",71947.0,15328.0,1821,INDIANA,TIPTON,11.880219206680584
"Union County, Indiana",68514.0,7041.0,418,INDIANA,UNION,5.9366567248970314
"Vanderburgh County, Indiana",58839.0,179900.0,24763,INDIANA,VANDERBURGH,13.764869371873262
"Vermillion County, Indiana",59567.0,15488.0,2263,INDIANA,VERMILLION,14.611311983471072
"Vigo County, Indiana",52789.0,106355.0,19702,INDIANA,VIGO,18.524752009778574
"Wabash County, Indiana",66194.0,31032.0,3194,INDIANA,WABASH,10.292601185872648
"Warren County, Indiana",72833.0,8454.0,1045,INDIANA,WARREN,12.36101253844334
"Warrick County, Indiana",91105.0,64065.0,3815,INDIANA,WARRICK,5.9548895652852565
"Washington County, Indiana",60695.0,28133.0,3626,INDIANA,WASHINGTON,12.888778303060464
"Wayne County, Indiana",54854.0,66522.0,10246,INDIANA,WAYNE,15.402423258470883
"Wells County, Indiana",68074.0,28167.0,1748,INDIANA,WELLS,6.205843717825824
"White County, Indiana",65345.0,24630.0,2109,INDIANA,WHITE,8.56272838002436
"Whitley County, Indiana",73636.0,34259.0,3090,INDIANA,WHITLEY,9.019527715344873
"Adair County, Iowa",63172.0,7479.0,736,IOWA,ADAIR,9.840887819227168
"Adams County, Iowa",64750.0,3680.0,341,IOWA,ADAMS,9.266304347826088
"Allamakee County, Iowa",64049.0,14046.0,1594,IOWA,ALLAMAKEE,11.348426598319806
"Appanoose County, Iowa",50684.0,12279.0,2104,IOWA,APPANOOSE,17.134945842495316
"Audubon County, Iowa",54973.0,5651.0,652,IOWA,AUDUBON,11.537780923730313
"Benton County, Iowa",79444.0,25652.0,2089,IOWA,BENTON,8.143614532979884
"Black Hawk County, Iowa",62329.0,131041.0,19808,IOWA,BLACK HAWK,15.115879762822324
"Boone County, Iowa",75759.0,26700.0,1956,IOWA,BOONE,7.325842696629213
"Bremer County, Iowa",84727.0,25012.0,1541,IOWA,BREMER,6.161042699504238
"Buchanan County, Iowa",73493.0,20631.0,1764,IOWA,BUCHANAN,8.550239930202123
"Buena Vista County, Iowa",62662.0,20687.0,1391,IOWA,BUENA VISTA,6.724029583796587
"Butler County, Iowa",65743.0,14376.0,1669,IOWA,BUTLER,11.609627156371731
"Calhoun County, Iowa",65614.0,9893.0,832,IOWA,CALHOUN,8.409986859395532
"Carroll County, Iowa",68041.0,20728.0,1587,IOWA,CARROLL,7.656310304901583
"Cass County, Iowa",60815.0,13116.0,1973,IOWA,CASS,15.042695943885331
"Cedar County, Iowa",76959.0,18479.0,1418,IOWA,CEDAR,7.673575409924779
"Cerro Gordo County, Iowa",63149.0,42979.0,3929,IOWA,CERRO GORDO,9.141673840712906
"Cherokee County, Iowa",63638.0,11601.0,1506,IOWA,CHEROKEE,12.981639513835013
"Chickasaw County, Iowa",72734.0,11957.0,740,IOWA,CHICKASAW,6.188843355356695
"Clarke County, Iowa",63120.0,9737.0,1611,IOWA,CLARKE,16.54513710588477
"Clay County, Iowa",61756.0,16423.0,1845,IOWA,CLAY,11.23424465688364
"Clayton County, Iowa",60441.0,17123.0,2194,IOWA,CLAYTON,12.813175261344389
"Clinton County, Iowa",61080.0,46488.0,5649,IOWA,CLINTON,12.151522973670623
"Crawford County, Iowa",61188.0,16450.0,2759,IOWA,CRAWFORD,16.772036474164135
"Dallas County, Iowa",99533.0,100367.0,5657,IOWA,DALLAS,5.636314724959399
"Davis County, Iowa",77176.0,9093.0,843,IOWA,DAVIS,9.270867700428902
"Decatur County, Iowa",56068.0,7684.0,1011,IOWA,DECATUR,13.157209786569496
"Delaware County, Iowa",75896.0,17523.0,1152,IOWA,DELAWARE,6.574216743708269
"Des Moines County, Iowa",58084.0,38824.0,5557,IOWA,DES MOINES,14.313311353801772
"Dickinson County, Iowa",72446.0,17692.0,1086,IOWA,DICKINSON,6.138367623784761
"Dubuque County, Iowa",73495.0,98812.0,9479,IOWA,DUBUQUE,9.592964417277255
"Emmet County, Iowa",64461.0,9349.0,1096,IOWA,EMMET,11.72317894962028
"Fayette County, Iowa",56043.0,19519.0,2232,IOWA,FAYETTE,11.435012039551207
"Floyd County, Iowa",62356.0,15601.0,1673,IOWA,FLOYD,10.723671559515417
"Franklin County, Iowa",62214.0,10015.0,1353,IOWA,FRANKLIN,13.509735396904643
"Fremont County, Iowa",69375.0,6639.0,489,IOWA,FREMONT,7.36556710347944
"Greene County, Iowa",56884.0,8801.0,999,IOWA,GREENE,11.350982842858766
"Grundy County, Iowa",80701.0,12351.0,724,IOWA,GRUNDY,5.86187353250749
"Guthrie County, Iowa",75795.0,10619.0,1061,IOWA,GUTHRIE,9.991524625670966
"Hamilton County, Iowa",66685.0,14979.0,1144,IOWA,HAMILTON,7.63735896922358
"Hancock County, Iowa",67865.0,10790.0,1046,IOWA,HANCOCK,9.69416126042632
"Hardin County, Iowa",64656.0,16861.0,1355,IOWA,HARDIN,8.036296779550442
"Harrison County, Iowa",75830.0,14623.0,1092,IOWA,HARRISON,7.467687888942078
"Henry County, Iowa",62365.0,20436.0,2125,IOWA,HENRY,10.39831669602662
"Howard County, Iowa",63947.0,9479.0,805,IOWA,HOWARD,8.492457010233148
"Humboldt County, Iowa",66617.0,9606.0,1267,IOWA,HUMBOLDT,13.189673120966065
"Ida County, Iowa",63125.0,6969.0,785,IOWA,IDA,11.264169895250395
"Iowa County, Iowa",69787.0,16575.0,1490,IOWA,IOWA,8.989441930618401
"Jackson County, Iowa",69709.0,19470.0,1967,IOWA,JACKSON,10.102722136620441
"Jasper County, Iowa",67784.0,37808.0,3183,IOWA,JASPER,8.4188531527719
"Jefferson County, Iowa",52210.0,15785.0,2074,IOWA,JEFFERSON,13.139056065885335
"Johnson County, Iowa",72977.0,153360.0,24647,IOWA,JOHNSON,16.071335419926967
"Jones County, Iowa",68781.0,20733.0,2218,IOWA,JONES,10.697921188443544
"Keokuk County, Iowa",60016.0,10026.0,1207,IOWA,KEOKUK,12.03869938160782
"Kossuth County, Iowa",62553.0,14718.0,1514,IOWA,KOSSUTH,10.28672373963854
"Lee County, Iowa",58094.0,33442.0,4092,IOWA,LEE,12.236110280485617
"Linn County, Iowa",75457.0,229308.0,21239,IOWA,LINN,9.262215012123432
"Louisa County, Iowa",72500.0,10823.0,1072,IOWA,LOUISA,9.904832301579969
"Lucas County, Iowa",63405.0,8666.0,1422,IOWA,LUCAS,16.40895453496423
"Lyon County, Iowa",73735.0,12023.0,459,IOWA,LYON,3.8176827746818596
"Madison County, Iowa",88110.0,16609.0,1007,IOWA,MADISON,6.062977903546271
"Mahaska County, Iowa",65200.0,22059.0,2552,IOWA,MAHASKA,11.568974114873749
"Marion County, Iowa",74193.0,33487.0,2438,IOWA,MARION,7.28043718457909
"Marshall County, Iowa",70828.0,40049.0,4294,IOWA,MARSHALL,10.721865714499739
"Mills County, Iowa",81907.0,14605.0,996,IOWA,MILLS,6.819582334816844
"Mitchell County, Iowa",66056.0,10537.0,688,IOWA,MITCHELL,6.529372686722976
"Monona County, Iowa",59897.0,8671.0,1040,IOWA,MONONA,11.994002998500749
"Monroe County, Iowa",76324.0,7574.0,805,IOWA,MONROE,10.628465804066543
"Montgomery County, Iowa",61261.0,10285.0,1461,IOWA,MONTGOMERY,14.205153135634419
"Muscatine County, Iowa",67427.0,42968.0,4937,IOWA,MUSCATINE,11.489946006330293
"O'Brien County, Iowa",65076.0,14138.0,1683,IOWA,O'BRIEN,11.904088272740134
"Osceola County, Iowa",67561.0,6149.0,760,IOWA,OSCEOLA,12.359733289965847
"Page County, Iowa",58264.0,15225.0,1918,IOWA,PAGE,12.597701149425285
"Palo Alto County, Iowa",67306.0,8938.0,913,IOWA,PALO ALTO,10.214813157305885
"Plymouth County, Iowa",79963.0,25621.0,1433,IOWA,PLYMOUTH,5.593068186253464
"Pocahontas County, Iowa",61434.0,7061.0,626,IOWA,POCAHONTAS,8.8655997734032
"Polk County, Iowa",78827.0,493378.0,50072,IOWA,POLK,10.148810850909443
"Pottawattamie County, Iowa",68718.0,93543.0,10317,IOWA,POTTAWATTAMIE,11.029152368429493
"Poweshiek County, Iowa",61192.0,18608.0,1828,IOWA,POWESHIEK,9.823731728288907
"Ringgold County, Iowa",67898.0,4690.0,369,IOWA,RINGGOLD,7.867803837953091
"Sac County, Iowa",68778.0,9778.0,831,IOWA,SAC,8.49867048476171
"Scott County, Iowa",72792.0,174315.0,20277,IOWA,SCOTT,11.632389639445831
"Shelby County, Iowa",70295.0,11737.0,1011,IOWA,SHELBY,8.613785464769533
"Sioux County, Iowa",81914.0,35815.0,2039,IOWA,SIOUX,5.693145330168924
"Story County, Iowa",66197.0,98573.0,16953,IOWA,STORY,17.198421474440263
"Tama County, Iowa",65483.0,17017.0,2513,IOWA,TAMA,14.76758535582065
"Taylor County, Iowa",65926.0,5916.0,496,IOWA,TAYLOR,8.384043272481406
"Union County, Iowa",56495.0,12107.0,1401,IOWA,UNION,11.571817956554058
"Van Buren County, Iowa",58417.0,7207.0,788,IOWA,VAN BUREN,10.93381434716248
"Wapello County, Iowa",56209.0,35292.0,6001,IOWA,WAPELLO,17.003853564547207
"Warren County, Iowa",89741.0,52709.0,3135,IOWA,WARREN,5.947750858487166
"Washington County, Iowa",71122.0,22534.0,1655,IOWA,WASHINGTON,7.34445726457797
"Wayne County, Iowa",58257.0,6484.0,847,IOWA,WAYNE,13.062924120913017
"Webster County, Iowa",65335.0,36986.0,4151,IOWA,WEBSTER,11.223165522089438
"Winnebago County, Iowa",62853.0,10704.0,779,IOWA,WINNEBAGO,7.277653213751869
"Winneshiek County, Iowa",67770.0,20050.0,1601,IOWA,WINNESHIEK,7.98503740648379
"Woodbury County, Iowa",68399.0,105526.0,13876,IOWA,WOODBURY,13.14936603301556
"Worth County, Iowa",69897.0,7417.0,537,IOWA,WORTH,7.240124039369017
"Wright County, Iowa",58240.0,12897.0,1810,IOWA,WRIGHT,14.034271536016126
"Allen County, Kansas",55059.0,12554.0,1841,KANSAS,ALLEN,14.664648717540226
"Anderson County, Kansas",67651.0,7799.0,1004,KANSAS,ANDERSON,12.87344531350173
"Atchison County, Kansas",55281.0,16309.0,2149,KANSAS,ATCHISON,13.176773560610705
"Barber County, Kansas",53774.0,4081.0,809,KANSAS,BARBER,19.823572653761335
"Barton County, Kansas",54634.0,25477.0,3592,KANSAS,BARTON,14.098991247007103
"Bourbon County, Kansas",55826.0,14405.0,1785,KANSAS,BOURBON,12.39153071850052
"Brown County, Kansas",55876.0,9486.0,1347,KANSAS,BROWN,14.19987349778621
"Butler County, Kansas",77724.0,67618.0,5088,KANSAS,BUTLER,7.524623620929338
"Chase County, Kansas",52481.0,2570.0,216,KANSAS,CHASE,8.40466926070039
"Chautauqua County, Kansas",51210.0,3389.0,587,KANSAS,CHAUTAUQUA,17.320743582177634
"Cherokee County, Kansas",53382.0,19380.0,2615,KANSAS,CHEROKEE,13.493292053663572
"Cheyenne County, Kansas",52730.0,2619.0,392,KANSAS,CHEYENNE,14.967544864452082
"Clark County, Kansas",58287.0,1977.0,220,KANSAS,CLARK,11.127971674253919
"Clay County, Kansas",57765.0,8088.0,899,KANSAS,CLAY,11.115232443125619
"Cloud County, Kansas",51197.0,9008.0,1024,KANSAS,CLOUD,11.367673179396093
"Coffey County, Kansas",67645.0,8334.0,923,KANSAS,COFFEY,11.075113990880729
"Comanche County, Kansas",49754.0,1825.0,152,KANSAS,COMANCHE,8.32876712328767
"Cowley County, Kansas",55726.0,34661.0,4519,KANSAS,COWLEY,13.037708086898819
"Crawford County, Kansas",49779.0,39012.0,7742,KANSAS,CRAWFORD,19.845175843330257
"Decatur County, Kansas",49412.0,2771.0,329,KANSAS,DECATUR,11.872970046914471
"Dickinson County, Kansas",62971.0,18492.0,1601,KANSAS,DICKINSON,8.657797966688298
"Doniphan County, Kansas",66358.0,7501.0,768,KANSAS,DONIPHAN,10.238634848686843
"Douglas County, Kansas",66153.0,119094.0,18017,KANSAS,DOUGLAS,15.128385980821871
"Edwards County, Kansas",52750.0,2849.0,378,KANSAS,EDWARDS,13.267813267813267
"Elk County, Kansas",50000.0,2453.0,362,KANSAS,ELK,14.757439869547492
"Ellis County, Kansas",59665.0,28921.0,4223,KANSAS,ELLIS,14.601846409183638
"Ellsworth County, Kansas",59844.0,6374.0,471,KANSAS,ELLSWORTH,7.389394414810166
"Finney County, Kansas",68481.0,38187.0,4791,KANSAS,FINNEY,12.546154450467437
"Ford County, Kansas",67997.0,34212.0,3959,KANSAS,FORD,11.571963053899216
"Franklin County, Kansas",68217.0,25968.0,2100,KANSAS,FRANKLIN,8.086876155268023
"Geary County, Kansas",57992.0,36247.0,6544,KANSAS,GEARY,18.053907909620108
"Gove County, Kansas",59417.0,2758.0,173,KANSAS,GOVE,6.272661348803481
"Graham County, Kansas",47071.0,2430.0,238,KANSAS,GRAHAM,9.794238683127572
"Grant County, Kansas",84808.0,7336.0,387,KANSAS,GRANT,5.275354416575791
"Gray County, Kansas",74500.0,5719.0,228,KANSAS,GRAY,3.9867109634551494
"Greeley County, Kansas",69948.0,1279.0,101,KANSAS,GREELEY,7.8967943706020325
"Greenwood County, Kansas",51812.0,6001.0,903,KANSAS,GREENWOOD,15.047492084652559
"Hamilton County, Kansas",58750.0,2520.0,198,KANSAS,HAMILTON,7.857142857142857
"Harper County, Kansas",53032.0,5457.0,825,KANSAS,HARPER,15.118196811434853
"Harvey County, Kansas",70685.0,33959.0,3163,KANSAS,HARVEY,9.314172973291322
"Haskell County, Kansas",66458.0,3735.0,332,KANSAS,HASKELL,8.88888888888889
"Hodgeman County, Kansas",63125.0,1770.0,152,KANSAS,HODGEMAN,8.587570621468926
"Jackson County, Kansas",70385.0,13274.0,1036,KANSAS,JACKSON,7.804731053186681
"Jefferson County, Kansas",74562.0,18387.0,1096,KANSAS,JEFFERSON,5.960733126665579
"Jewell County, Kansas",47109.0,2929.0,543,KANSAS,JEWELL,18.538750426766814
"Johnson County, Kansas",103644.0,610742.0,31858,KANSAS,JOHNSON,5.21627790458164
"Kearny County, Kansas",68750.0,3964.0,607,KANSAS,KEARNY,15.312815338042382
"Kingman County, Kansas",59640.0,7369.0,570,KANSAS,KINGMAN,7.73510652734428
"Kiowa County, Kansas",70347.0,2445.0,116,KANSAS,KIOWA,4.74437627811861
"Labette County, Kansas",56143.0,20096.0,2988,KANSAS,LABETTE,14.868630573248407
"Lane County, Kansas",52222.0,1528.0,137,KANSAS,LANE,8.965968586387435
"Leavenworth County, Kansas",84307.0,82050.0,7711,KANSAS,LEAVENWORTH,9.397928092626447
"Lincoln County, Kansas",52540.0,2929.0,368,KANSAS,LINCOLN,12.564015022191874
"Linn County, Kansas",56697.0,9696.0,1105,KANSAS,LINN,11.396452145214521
"Logan County, Kansas",70382.0,2752.0,269,KANSAS,LOGAN,9.774709302325581
"Lyon County, Kansas",56415.0,32182.0,5034,KANSAS,LYON,15.642284506867194
"McPherson County, Kansas",71250.0,30085.0,3020,KANSAS,MCPHERSON,10.038225029084261
"Marion County, Kansas",60011.0,11867.0,970,KANSAS,MARION,8.17392769866015
"Marshall County, Kansas",64306.0,10014.0,1036,KANSAS,MARSHALL,10.345516277211903
"Meade County, Kansas",74063.0,4019.0,276,KANSAS,MEADE,6.867379945260015
"Miami County, Kansas",85564.0,34312.0,2347,KANSAS,MIAMI,6.840172534390302
"Mitchell County, Kansas",63008.0,5829.0,854,KANSAS,MITCHELL,14.650883513467146
"Montgomery County, Kansas",51513.0,31448.0,5146,KANSAS,MONTGOMERY,16.36352073263801
"Morris County, Kansas",52866.0,5385.0,582,KANSAS,MORRIS,10.807799442896936
"Morton County, Kansas",57943.0,2688.0,345,KANSAS,MORTON,12.834821428571427
"Nemaha County, Kansas",72788.0,10219.0,863,KANSAS,NEMAHA,8.445053332028573
"Neosho County, Kansas",54894.0,15826.0,2286,KANSAS,NEOSHO,14.444584860356374
"Ness County, Kansas",64907.0,2677.0,276,KANSAS,NESS,10.310048561822937
"Norton County, Kansas",52710.0,5431.0,420,KANSAS,NORTON,7.733382434174185
"Osage County, Kansas",66155.0,15787.0,1726,KANSAS,OSAGE,10.933046177234433
"Osborne County, Kansas",58750.0,3493.0,454,KANSAS,OSBORNE,12.997423418265102
"Ottawa County, Kansas",74551.0,5768.0,589,KANSAS,OTTAWA,10.211511789181692
"Pawnee County, Kansas",54141.0,6288.0,642,KANSAS,PAWNEE,10.209923664122138
"Phillips County, Kansas",57611.0,4960.0,799,KANSAS,PHILLIPS,16.108870967741936
"Pottawatomie County, Kansas",85241.0,25482.0,1821,KANSAS,POTTAWATOMIE,7.14622086178479
"Pratt County, Kansas",61685.0,9175.0,1005,KANSAS,PRATT,10.95367847411444
"Rawlins County, Kansas",61827.0,2544.0,274,KANSAS,RAWLINS,10.770440251572328
"Reno County, Kansas",57390.0,61881.0,7243,KANSAS,RENO,11.70472358235969
"Republic County, Kansas",54531.0,4686.0,465,KANSAS,REPUBLIC,9.923175416133162
"Rice County, Kansas",58523.0,9441.0,854,KANSAS,RICE,9.045651943650038
"Riley County, Kansas",56327.0,72105.0,13920,KANSAS,RILEY,19.30517994591221
"Rooks County, Kansas",60821.0,4925.0,218,KANSAS,ROOKS,4.426395939086294
"Rush County, Kansas",53523.0,2939.0,368,KANSAS,RUSH,12.521265736645118
"Russell County, Kansas",49929.0,6702.0,1143,KANSAS,RUSSELL,17.054610564010744
"Saline County, Kansas",59887.0,54160.0,6293,KANSAS,SALINE,11.619276218611521
"Scott County, Kansas",53365.0,5128.0,379,KANSAS,SCOTT,7.390795631825273
"Sedgwick County, Kansas",65372.0,522700.0,70351,KANSAS,SEDGWICK,13.45915439066386
"Seward County, Kansas",57131.0,21942.0,2918,KANSAS,SEWARD,13.298696563667853
"Shawnee County, Kansas",63463.0,178625.0,22395,KANSAS,SHAWNEE,12.537438768369489
"Sheridan County, Kansas",66719.0,2450.0,186,KANSAS,SHERIDAN,7.591836734693877
"Sherman County, Kansas",61404.0,5940.0,590,KANSAS,SHERMAN,9.932659932659933
"Smith County, Kansas",50943.0,3561.0,256,KANSAS,SMITH,7.188991856220163
"Stafford County, Kansas",60000.0,4054.0,436,KANSAS,STAFFORD,10.754810064134189
"Stanton County, Kansas",66000.0,2060.0,268,KANSAS,STANTON,13.009708737864079
"Stevens County, Kansas",67950.0,5275.0,816,KANSAS,STEVENS,15.469194312796208
"Sumner County, Kansas",59397.0,22517.0,2553,KANSAS,SUMNER,11.338100102145047
"Thomas County, Kansas",72417.0,7907.0,489,KANSAS,THOMAS,6.184393575313014
"Trego County, Kansas",77500.0,2798.0,198,KANSAS,TREGO,7.076483202287348
"Wabaunsee County, Kansas",70000.0,6922.0,402,KANSAS,WABAUNSEE,5.807570066454782
"Wallace County, Kansas",57708.0,1489.0,228,KANSAS,WALLACE,15.312290127602418
"Washington County, Kansas",59432.0,5529.0,538,KANSAS,WASHINGTON,9.730511846626877
"Wichita County, Kansas",69551.0,2131.0,315,KANSAS,WICHITA,14.781792585640543
"Wilson County, Kansas",55439.0,8667.0,1387,KANSAS,WILSON,16.003230644975194
"Woodson County, Kansas",50670.0,3134.0,408,KANSAS,WOODSON,13.018506700701979
"Wyandotte County, Kansas",57771.0,167989.0,27937,KANSAS,WYANDOTTE,16.630255552446886
"Adair County, Kentucky",49690.0,18887.0,3490,KENTUCKY,ADAIR,18.478318420077304
"Allen County, Kentucky",57159.0,20773.0,3381,KENTUCKY,ALLEN,16.27593510807298
"Anderson County, Kentucky",69885.0,23839.0,3160,KENTUCKY,ANDERSON,13.255589580099835
"Ballard County, Kentucky",57111.0,7742.0,1085,KENTUCKY,BALLARD,14.014466546112118
"Barren County, Kentucky",48141.0,44511.0,9187,KENTUCKY,BARREN,20.639841836849318
"Bath County, Kentucky",51471.0,12739.0,2916,KENTUCKY,BATH,22.890336761127248
"Bell County, Kentucky",33658.0,24248.0,6153,KENTUCKY,BELL,25.37528868360277
"Boone County, Kentucky",91697.0,136150.0,7725,KENTUCKY,BOONE,5.673889092912229
"Bourbon County, Kentucky",54580.0,20228.0,3015,KENTUCKY,BOURBON,14.905082064465097
"Boyd County, Kentucky",58327.0,48242.0,8071,KENTUCKY,BOYD,16.730235064881224
"Boyle County, Kentucky",56568.0,30613.0,4154,KENTUCKY,BOYLE,13.56939862150067
"Bracken County, Kentucky",59911.0,8420.0,1410,KENTUCKY,BRACKEN,16.7458432304038
"Breathitt County, Kentucky",38209.0,13580.0,3801,KENTUCKY,BREATHITT,27.989690721649485
"Breckinridge County, Kentucky",51756.0,20528.0,4734,KENTUCKY,BRECKINRIDGE,23.061184723304752
"Bullitt County, Kentucky",73900.0,82482.0,8667,KENTUCKY,BULLITT,10.5077471448316
"Butler County, Kentucky",47589.0,12365.0,2367,KENTUCKY,BUTLER,19.142741609381318
"Caldwell County, Kentucky",52488.0,12635.0,2024,KENTUCKY,CALDWELL,16.018994855559953
"Calloway County, Kentucky",48276.0,37345.0,6405,KENTUCKY,CALLOWAY,17.150890346766634
"Campbell County, Kentucky",71979.0,93122.0,10536,KENTUCKY,CAMPBELL,11.31418998732845
"Carlisle County, Kentucky",53065.0,4782.0,949,KENTUCKY,CARLISLE,19.8452530322041
"Carroll County, Kentucky",50625.0,10842.0,2140,KENTUCKY,CARROLL,19.738055709278733
"Carter County, Kentucky",47004.0,26671.0,6195,KENTUCKY,CARTER,23.227475535225526
"Casey County, Kentucky",42190.0,15942.0,4059,KENTUCKY,CASEY,25.46104629281144
"Christian County, Kentucky",48920.0,72766.0,11227,KENTUCKY,CHRISTIAN,15.428909105901106
"Clark County, Kentucky",61878.0,36897.0,5451,KENTUCKY,CLARK,14.773558825920807
"Clay County, Kentucky",37888.0,20322.0,5891,KENTUCKY,CLAY,28.988288554276153
"Clinton County, Kentucky",41180.0,9295.0,1850,KENTUCKY,CLINTON,19.903173749327596
"Crittenden County, Kentucky",45810.0,8979.0,1560,KENTUCKY,CRITTENDEN,17.373872368860674
"Cumberland County, Kentucky",40515.0,5974.0,1658,KENTUCKY,CUMBERLAND,27.75359892869099
"Daviess County, Kentucky",64021.0,102916.0,13990,KENTUCKY,DAVIESS,13.59361032298185
"Edmonson County, Kentucky",53029.0,12179.0,2035,KENTUCKY,EDMONSON,16.70908941620823
"Elliott County, Kentucky",39469.0,7378.0,1492,KENTUCKY,ELLIOTT,20.222282461371645
"Estill County, Kentucky",39980.0,14138.0,3353,KENTUCKY,ESTILL,23.716225774508416
"Fayette County, Kentucky",66087.0,321276.0,46179,KENTUCKY,FAYETTE,14.373622679565234
"Fleming County, Kentucky",46885.0,15111.0,3167,KENTUCKY,FLEMING,20.958242340017204
"Floyd County, Kentucky",38723.0,35780.0,10254,KENTUCKY,FLOYD,28.658468418110676
"Franklin County, Kentucky",62929.0,51475.0,6596,KENTUCKY,FRANKLIN,12.813987372510926
"Fulton County, Kentucky",35449.0,6480.0,1633,KENTUCKY,FULTON,25.200617283950617
"Gallatin County, Kentucky",58641.0,8720.0,1445,KENTUCKY,GALLATIN,16.571100917431192
"Garrard County, Kentucky",58263.0,17175.0,2657,KENTUCKY,GARRARD,15.470160116448325
"Grant County, Kentucky",65461.0,25085.0,3157,KENTUCKY,GRANT,12.585210285030895
"Graves County, Kentucky",52526.0,36701.0,7141,KENTUCKY,GRAVES,19.457235497670364
"Grayson County, Kentucky",47024.0,26465.0,5462,KENTUCKY,GRAYSON,20.63857925562063
"Green County, Kentucky",38595.0,11198.0,2356,KENTUCKY,GREEN,21.039471334166816
"Greenup County, Kentucky",58562.0,35853.0,5323,KENTUCKY,GREENUP,14.846735280171814
